d018ef0b-dbd9-48f1-ac1a-eb4d90e57118,60.683466,2018-08-04 05:32:31 +0200 CEST
e2649ca5-7e05-4d53-a8ff-919917a4922e,66.640497,2018-08-22 18:34:11 +0200 CEST
78bfd79d-53c4-421d-b054-013ad294deab,42.780199,2018-10-07 00:55:20 +0200 CEST
f09d753d-3f5e-445d-b8d6-0991555c8075,7.077602,2018-09-14 11:49:08 +0200 CEST
9befe59a-2b4c-42d0-9944-41fb27adaffe,10.193619,2018-06-03 15:37:29 +0200 CEST
2aaf8f7b-872e-4a14-afbe-1a9b4799dee3,51.787896,2018-08-07 17:41:27 +0200 CEST
769b000e-1d48-4716-92a3-4285dd6cc1e8,21.858542,2018-08-03 15:40:36 +0200 CEST
d9433531-5b0a-431d-82d4-b413dc34253f,32.180885,2018-08-10 12:47:53 +0200 CEST
e0cb39dc-fad6-42c8-b05a-8d792fe7ec2c,28.697746,2018-10-19 06:01:31 +0200 CEST
14603ea9-6d69-47cb-9a72-5d827cd5bdfc,68.084971,2018-06-08 10:48:51 +0200 CEST
1a176256-a40a-419e-b0f4-772bcfb51d2e,20.756935,2018-06-16 18:45:56 +0200 CEST
6cff915c-9e8e-4481-a470-18a3dbfb8c04,57.303457,2018-08-25 07:00:37 +0200 CEST
10121f45-45bf-4350-9547-d2961eda4329,29.700212,2018-08-04 08:25:09 +0200 CEST
8aaa4862-c976-42a0-839e-43533837eb2c,75.393388,2018-09-17 16:34:10 +0200 CEST
4f67f504-070c-4076-ab8a-eaa8820adfab,86.607567,2018-10-20 21:56:11 +0200 CEST
98015680-bf98-4ec5-85a6-2e5f7eee1495,52.643929,2018-09-11 20:47:23 +0200 CEST
bf76f247-8170-44ec-af4f-dd8cb2a2438c,16.295747,2018-07-26 21:00:59 +0200 CEST
2668cc10-82c1-43fb-87f4-46a0dc797706,97.537779,2018-08-19 16:42:19 +0200 CEST
8e264c59-4c2c-481c-a784-e0e4a11503bd,59.703715,2018-09-06 23:01:47 +0200 CEST
3ded9cb6-e758-4c7f-9c93-38ab49778cf2,69.371845,2018-09-02 04:23:00 +0200 CEST
7a3c8005-f7da-409e-a447-52236fd7f1ae,17.781327,2018-07-11 06:05:16 +0200 CEST
5cb46775-183e-4d46-ac68-e3bbd413acf5,54.666272,2018-09-19 05:44:31 +0200 CEST
0e665b51-f12a-407f-b1d8-0bc11634fe66,42.632486,2018-07-25 10:58:27 +0200 CEST
f5179aa9-739e-45af-8895-fc3deb2b9fb1,25.764603,2018-07-23 02:24:22 +0200 CEST
ea998926-adce-4c8c-a0f3-3762b13d9c67,78.976759,2018-09-15 20:09:57 +0200 CEST
b1fac95c-5561-4fea-a616-6337b7613613,88.120014,2018-10-06 14:55:21 +0200 CEST
96e765e2-9db2-48ee-932c-f8b537fb3569,89.494274,2018-07-21 05:31:52 +0200 CEST
f50b627b-549a-48ee-8e46-91b8e9f3c935,97.704383,2018-09-01 15:59:39 +0200 CEST
2b234d05-fd63-42ac-891f-746c049959ca,22.656683,2018-07-20 20:10:25 +0200 CEST
9f5a2ec0-6a92-4087-8295-1cc29094a919,24.568676,2018-08-05 03:15:34 +0200 CEST
467bfece-c88d-4ead-b394-b5f58a7394c6,93.321577,2018-09-24 08:18:21 +0200 CEST
b1f4277a-18c7-44ef-9a40-9c225309ebf2,80.214924,2018-10-03 08:33:30 +0200 CEST
6474aec2-90c4-4d5e-9618-348be491f2a3,18.741883,2018-08-21 02:38:37 +0200 CEST
89cf5f68-308b-4e3b-a03a-5419bede4b21,89.755850,2018-08-11 20:37:59 +0200 CEST
e1d431e2-97e8-4cc9-8132-dbf4a80db5be,97.904524,2018-09-03 15:29:10 +0200 CEST
12694009-92c3-4c39-9fdb-3e67fd42bec0,9.583767,2018-09-29 11:18:43 +0200 CEST
7a44e569-a952-4aaf-b93a-a33295eceecd,92.738838,2018-07-08 09:35:02 +0200 CEST
602126b6-5ff9-42bb-bbfa-25da25916e11,35.154022,2018-09-02 14:54:17 +0200 CEST
be5e006e-1fae-49f9-bbcf-1fe4adb3c273,71.249721,2018-09-18 12:21:41 +0200 CEST
7ef2fe3c-7a53-45fe-8410-adec984bb01c,65.141727,2018-06-11 00:56:58 +0200 CEST
88b560e1-3e70-4d3c-b41d-e16e1f2538b0,75.716648,2018-05-31 16:00:41 +0200 CEST
5c7af699-559d-4b91-87ff-9e7de17ef391,13.543254,2018-06-25 01:43:41 +0200 CEST
7f91924f-345b-45a5-be33-62d741f1cfa3,89.691187,2018-06-08 08:51:20 +0200 CEST
85fdeba1-1d2d-4893-b316-b94a839185fe,72.268145,2018-10-11 21:34:15 +0200 CEST
97992d38-febd-46cc-915e-a92e4b872012,9.055014,2018-06-21 02:47:33 +0200 CEST
32be1463-28c9-4171-acf8-c25e798f1a42,62.480331,2018-06-28 14:36:57 +0200 CEST
5daa0934-0023-4ec5-ae34-6895e9ac66dc,24.102002,2018-06-18 04:50:18 +0200 CEST
d2e740f9-1719-4a1f-a2fb-a52ec2f813df,19.171625,2018-07-20 07:58:34 +0200 CEST
fabfc320-dab5-4038-be37-089109a0c75a,63.014363,2018-10-05 11:59:40 +0200 CEST
34c1ef7f-9fc0-4939-889b-c760ebb85afa,28.528298,2018-06-26 15:01:11 +0200 CEST
c17850b2-e823-4f90-be2d-f5541ddfb428,43.802046,2018-07-22 20:27:03 +0200 CEST
bfd4fbe4-923d-4515-8017-40759e4c3780,55.262111,2018-08-15 00:06:45 +0200 CEST
2493fb26-c130-48c6-9176-ba82c3b4346c,73.067023,2018-07-23 05:19:25 +0200 CEST
